placa_furo
84   60   0
1.000000e+00  -1.000000e+00
#Nodes:
 1      -0.000000000000e+00      -0.000000000000e+00    0.000000000000e+00  
 2       2.000000000000e+00       0.000000000000e+00    0.000000000000e+00  
 3       2.000000000000e+00       1.500000000000e+00    0.000000000000e+00  
 4       1.500000000000e+00       2.000000000000e+00    0.000000000000e+00  
 5      -0.000000000000e+00       2.000000000000e+00    0.000000000000e+00  
 6       1.500000000000e+00       1.500000000000e+00    0.000000000000e+00  
 7       1.000000000000e+00       1.000000000000e+00    0.000000000000e+00  
 8       1.500000000000e+00       1.000000000000e+00    0.000000000000e+00  
 9       5.000000000000e-01       1.000000000000e+00    0.000000000000e+00  
 10       4.999999999988e-01       0.000000000000e+00    0.000000000000e+00  
 11       9.999999999974e-01       0.000000000000e+00    0.000000000000e+00  
 12       1.499999999999e+00       0.000000000000e+00    0.000000000000e+00  
 13       2.000000000000e+00       3.749999999987e-01    0.000000000000e+00  
 14       2.000000000000e+00       7.499999999971e-01    0.000000000000e+00  
 15       2.000000000000e+00       1.124999999998e+00    0.000000000000e+00  
 16       1.125000000001e+00       2.000000000000e+00    0.000000000000e+00  
 17       7.500000000021e-01       2.000000000000e+00    0.000000000000e+00  
 18       3.750000000011e-01       2.000000000000e+00    0.000000000000e+00  
 19       0.000000000000e+00       1.500000000002e+00    0.000000000000e+00  
 20       0.000000000000e+00       1.000000000004e+00    0.000000000000e+00  
 21       0.000000000000e+00       5.000000000021e-01    0.000000000000e+00  
 22       1.961939766256e+00       1.691341716182e+00    0.000000000000e+00  
 23       1.853553390594e+00       1.853553390593e+00    0.000000000000e+00  
 24       1.691341716183e+00       1.961939766256e+00    0.000000000000e+00  
 25       1.433012701893e+00       1.249999999999e+00    0.000000000000e+00  
 26       1.250000000001e+00       1.433012701891e+00    0.000000000000e+00  
 27       1.000000000002e+00       1.500000000000e+00    0.000000000000e+00  
 28       7.500000000012e-01       1.433012701893e+00    0.000000000000e+00  
 29       5.669872981080e-01       1.250000000000e+00    0.000000000000e+00  
 30       5.669872981074e-01       7.500000000007e-01    0.000000000000e+00  
 31       7.499999999986e-01       5.669872981086e-01    0.000000000000e+00  
 32       9.999999999977e-01       5.000000000000e-01    0.000000000000e+00  
 33       1.249999999999e+00       5.669872981072e-01    0.000000000000e+00  
 34       1.433012701892e+00       7.499999999993e-01    0.000000000000e+00  
 35       1.627691370804e+00       1.561191031337e+00    0.000000000000e+00  
 36       1.332268060180e+00       1.709267326434e+00    0.000000000000e+00  
 37       1.552590796620e+00       3.081511118400e-01    0.000000000000e+00  
 38       3.081511118419e-01       1.552590796622e+00    0.000000000000e+00  
 39       4.094322005395e-01       4.094322005412e-01    0.000000000000e+00  
 40       1.743626622699e+00       1.340573816133e+00    0.000000000000e+00  
 41       1.514982569311e+00       1.775847852914e+00    0.000000000000e+00  
 42       1.658055949071e+00       7.771501670254e-01    0.000000000000e+00  
 43       7.810890842908e-01       1.657812434666e+00    0.000000000000e+00  
 44       1.810232064099e+00       1.561708994307e+00    0.000000000000e+00  
 45       2.769547022196e-01       8.069149462495e-01    0.000000000000e+00  
 46       8.069149462463e-01       2.769547022202e-01    0.000000000000e+00  
 47       1.223873377934e+00       3.134978870697e-01    0.000000000000e+00  
 48       3.134978870703e-01       1.223873377937e+00    0.000000000000e+00  
 49       1.727059662518e+00       1.723192592589e+00    0.000000000000e+00  
 50       1.078693877783e+00       1.747082402484e+00    0.000000000000e+00  
 51       1.734114749021e+00       1.049853888995e+00    0.000000000000e+00  
 52       1.414017175489e+00       1.545859899387e+00    0.000000000000e+00  
 53       1.786697625752e+00       5.350503304969e-01    0.000000000000e+00  
 54       5.352895747459e-01       1.786682835034e+00    0.000000000000e+00  
 55       1.775022759209e+00       2.276002060478e-01    0.000000000000e+00  
 56       2.276343837986e-01       1.775020646250e+00    0.000000000000e+00  
 57       1.493669574177e+00       1.426127489749e+00    0.000000000000e+00  
 58       1.310849215325e+00       1.870166612946e+00    0.000000000000e+00  
 59       1.484038408545e+00       5.418061324231e-01    0.000000000000e+00  
 60       5.425024926763e-01       1.483995357692e+00    0.000000000000e+00  
#Elements:
 1     31    30     39  2    0.000000000000e+00 
 2     26    36     50  2    0.000000000000e+00 
 3     8    51     25  2    0.000000000000e+00 
 4     3    40     15  2    0.000000000000e+00 
 5     25    51     40  2    0.000000000000e+00 
 6     3    44     40  2    0.000000000000e+00 
 7     26    52     36  2    0.000000000000e+00 
 8     26    50     27  2    0.000000000000e+00 
 9     34    59     42  2    0.000000000000e+00 
 10     28    43     60  2    0.000000000000e+00 
 11     31    39     46  2    0.000000000000e+00 
 12     30    45     39  2    0.000000000000e+00 
 13     25    40     57  2    0.000000000000e+00 
 14     17    43     50  2    0.000000000000e+00 
 15     2    55     12  2    0.000000000000e+00 
 16     5    19     56  2    0.000000000000e+00 
 17     4    58     41  2    0.000000000000e+00 
 18     37    59     47  2    0.000000000000e+00 
 19     38    48     60  2    0.000000000000e+00 
 20     35    41     52  2    0.000000000000e+00 
 21     35    40     44  2    0.000000000000e+00 
 22     24    41     49  2    0.000000000000e+00 
 23     23    24     49  2    0.000000000000e+00 
 24     29    60     48  2    0.000000000000e+00 
 25     33    47     59  2    0.000000000000e+00 
 26     42    59     53  2    0.000000000000e+00 
 27     43    54     60  2    0.000000000000e+00 
 28     4    41     24  2    0.000000000000e+00 
 29     23    49     22  2    0.000000000000e+00 
 30     36    52     41  2    0.000000000000e+00 
 31     1    10     39  2    0.000000000000e+00 
 32     1    39     21  2    0.000000000000e+00 
 33     14    51     42  2    0.000000000000e+00 
 34     17    50     16  2    0.000000000000e+00 
 35     22    49     44  2    0.000000000000e+00 
 36     32    46     47  2    0.000000000000e+00 
 37     9    48     45  2    0.000000000000e+00 
 38     35    57     40  2    0.000000000000e+00 
 39     14    15     51  2    0.000000000000e+00 
 40     8    34     42  2    0.000000000000e+00 
 41     28    27     43  2    0.000000000000e+00 
 42     36    41     58  2    0.000000000000e+00 
 43     9    45     30  2    0.000000000000e+00 
 44     31    46     32  2    0.000000000000e+00 
 45     33    32     47  2    0.000000000000e+00 
 46     9    29     48  2    0.000000000000e+00 
 47     26    57     52  2    0.000000000000e+00 
 48     26    25     57  2    0.000000000000e+00 
 49     19    48     38  2    0.000000000000e+00 
 50     12    37     47  2    0.000000000000e+00 
 51     3    22     44  2    0.000000000000e+00 
 52     10    46     39  2    0.000000000000e+00 
 53     21    39     45  2    0.000000000000e+00 
 54     27    50     43  2    0.000000000000e+00 
 55     37    53     59  2    0.000000000000e+00 
 56     38    60     54  2    0.000000000000e+00 
 57     36    58     50  2    0.000000000000e+00 
 58     20    21     45  2    0.000000000000e+00 
 59     11    12     47  2    0.000000000000e+00 
 60     20    48     19  2    0.000000000000e+00 
 61     11    46     10  2    0.000000000000e+00 
 62     35    49     41  2    0.000000000000e+00 
 63     38    54     56  2    0.000000000000e+00 
 64     37    55     53  2    0.000000000000e+00 
 65     8    42     51  2    0.000000000000e+00 
 66     18    56     54  2    0.000000000000e+00 
 67     13    53     55  2    0.000000000000e+00 
 68     17    18     54  2    0.000000000000e+00 
 69     14    53     13  2    0.000000000000e+00 
 70     19    38     56  2    0.000000000000e+00 
 71     12    55     37  2    0.000000000000e+00 
 72     35    44     49  2    0.000000000000e+00 
 73     5    56     18  2    0.000000000000e+00 
 74     2    13     55  2    0.000000000000e+00 
 75     33    59     34  2    0.000000000000e+00 
 76     28    60     29  2    0.000000000000e+00 
 77     15    40     51  2    0.000000000000e+00 
 78     11    47     46  2    0.000000000000e+00 
 79     20    45     48  2    0.000000000000e+00 
 80     16    50     58  2    0.000000000000e+00 
 81     14    42     53  2    0.000000000000e+00 
 82     17    54     43  2    0.000000000000e+00 
 83     35    52     57  2    0.000000000000e+00 
 84     4    16     58  2    0.000000000000e+00 
